prompt,LLC-load-misses,dTLB-load-misses,cycle_activity.stalls_total,instructions,cycles
\Crfzvx\py='vqI$8w'?F,16521082,3810909,9687471960,22693776916,21525825355
FBgL?WXA@N[P2Ob[*AEZ~l|151,15951367,3814390,9643110606,22720761044,21483459821
p>{VbjcTS6Bn6c'L4c-~/,15975508,3842018,9868731545,22909873758,21911502059
QE --Ut`o|J]@yr^f2lFk$@,16350358,3814314,9730979131,22670340004,21549827029
"'7gGI((?v<y,Q!.-`%,!jlJ1@Maf|&2-cftV7lNh",16865012,3873129,9837548681,22728990962,21706662530
N:Z#$DR(&4Jm';r,16063220,3885202,9731768589,22615344871,21514496603
ER>%C4c.nkT*a *Sv{dFz)vb8G)3=3-jHHT0{;A6MT?V:TXeB,16356421,3791215,9825330331,22748272479,21743292086
"fR]g%y1l}eSIA@ude,BEVe3]1T DlTx%#mfy;WlmT!^y_|n_",15900725,3805332,8285434746,21459823690,18859786736
"9YVH/_{Pk^""eJavUwy.}3g>Y%T.P788",16399898,3780258,9534868748,22565237086,21237218352
5FUk@H{#%f}XG+*cg oA,16155481,3843535,9470914015,22351844248,20983466112
"e%S$u_c67Y1\>YZ]y .7hKhA%7W><ch'y0t/7o9Ogq&1N,.fY",16315738,3869531,9676799498,22664313290,21516800280
0bctUx1Gf8!fvQW5*TuB]:7#yq#usL#XDuu,16203843,3851822,9628345140,22532590164,21315648302
"@lQ@~[lS_HG"")_Y2,h2=~",16474923,3832848,10018733536,22974889604,22185154436
"|jyM:[$hU*X?x1 uHiz&!7U,>g:Bx-YD{iH7:3q2s]-kA\62",16161425,3830157,9660653229,22705515183,21491895536
"\H""as~82}q",16379535,3761370,9704665228,22682595052,21523931665
&n9[i(QnyZ(1{rD1LSt:fJ`~DV[pRlrTHDN@ &[CVS|?,15656941,3903863,9768415366,22718379651,21677333528
3Za4m_<~fC]kb$?,15605787,3807302,9762758193,22889146466,21779865903
"R~Q*NT7$Q'kMbZU+Xq/.,H(sm",15475767,3805514,9372124730,22528064311,21036532095
";|nT=#D^27ww0ajA[=#(ed,V,0[nH%p6g.",16128542,3887429,9818030046,22803481377,21785475631
E^khSu9%)# Ayp,15830090,3865251,9485807341,22486285777,21196519494
"[;L""C?aK0&h/mgT$<Z@",15837567,3955468,9818707001,22755802380,21778076500
C}&<v4U@P`_imM'5#@WPAwPcW<D#&AL,18043719,3827914,9751851790,22717010685,21612190386
"p%G^Z]WXu2m,PU+zC*Aee$4Jg,av8V-R^9g6@Um",16539039,3767205,9641903956,22698498351,21478917194
"FW]K[s7hih,,WnO48;Bk>",16386509,3835383,9524257074,22606304391,21270369106
g8\<d!SVrLJeDl%b?,16586554,3821792,9910662280,22941182573,21944149503
"0Mzh.J<[?W?iWx!\!-4G@N(uN!g""q)cgib.v7|w",19385592,3840923,10037989940,22800496024,21957472513
"uL*qn<<}|(5{sF\TJ*an]hT;WYG-,l",16482645,3812140,9806733439,22770868254,21693021687
"ApLEB&:d']q)RsXuOt!fK""fom,C'N(5:}",16696200,3790382,9743801883,22687219989,21555226552
"P:d8b= 0#\$""?p&[sK",17478242,3834377,9263038797,22169127283,20534757765
4aJ`bK2d'-[Dc8<7h\,16705265,3902539,9846368290,22789758356,21757854500
ze4a=ZD#rDEi9/nG|yFVBQ3,16521087,3828161,9807828198,22779010558,21718166566
>54dzZT1i`#{YC3tJ2IiNw,16129329,3810339,9767313241,22809752230,21688046707
@OHfi{UC]0.+|D]cfX|H/B],16393886,3974487,9947426497,22791317661,21939602247
"#Il,Tfoyo[pd-NVOr[@t0#ci5[OMV1""",15813239,3819102,9778218563,22773668453,21679298722
NI0x/xo&C'2U,15981578,3847876,9864630968,22780395637,21764251089
Y.g<SlHQl9X6xPj=m+UXLJ;fjH2>Q]z{;EIj`}B,16896638,3965470,9911075277,22780484174,21861927317
rng<el'Q3(4,15997366,3978868,9923036832,22783754683,21886680307
"eH`o^w""ziNl<bYCo18""=t~kXqeOe('1<RuaOl?mj(wxkcK/EwT",15806526,3811717,9589833908,22679523083,21397049100
||aza8PUTUuN'Hz1=\DiAX'-,18164011,3838487,9914450526,22801939152,21828498901
"_x}`,uv q%CNZ2?)Csv-<u8:-Dsx%m",16185880,3846638,9505409980,22519182223,21157089556
"i=~&?i|%1moKXn3""lY-?LpD2S\6hN#L?CmVg[p_\'V=",16233505,3825354,9744184419,22802350217,21669656705
U{3/MxlJ~2l.9vQCO,16649811,3821402,9614134864,22627126056,21355471944
"2""l8_ipBVTC57! -a*~C\`AEaSvD;$",16476425,3831481,9941530926,22912204850,21954734941
"b~o{'-,$V]\U/6[{.&8q{VvdL~_@%8{m,ewwZ;4dNDp6Efq",15873338,3904842,9728200167,22658122136,21560479222
"Svk-[ycuKNls,*\Y_f?2( hI41j7h.!TFq{'5VCyw3",16303305,3866460,9886834213,22806901882,21903289071
)?<zryOZ%\FdQW(a6]Qq43k9c4+,16538680,3784063,9657486982,22602823832,21398386983
"Yb[l?+^dPjeHS=DIk=,V}I_@Q7Gj~:{hcwhV'kDZVbY",16089156,3796141,9599374731,22555656771,21273437827
Y@>z(f#T 5/Ve#X5'v9L>]YOpVDT>,16268885,3811087,9602329208,22672379691,21396664845
n6X#*0cwr*ZSczlr0(,16123286,3922415,9779992664,22656717757,21606683154
.Cm.EKaFa4T?N,16630784,3876744,9695083913,22669694043,21477763078
"a0^? !0b=_mwop K""5e=e[gk=[8E3wtvI>",16532609,3867118,10153268335,22695869637,22441206718
"Y&X3$eYm1.+jx>j?""~.1N8J`%Q}kn>4",16566779,3826054,9765138537,22824924780,21678674080
"eJ\rqqG=$V\Vs)mhaNfh]INS}zD^)=KQF+O=@8@'QJ,cQ",17260108,3822075,8203795823,20719946562,17943301950
+iWGH..2iS.Ow-XaSm$Da,16557265,3760673,9810904903,22802218836,21751245497
"7I{Sy=f>,#`<b3pDh'!Sw`QKB#$p-Wc",16478089,3809666,9688116244,22627418112,21531998706
"yNlDuNi]kAM`.3Qbtoj[p+jW7_,<}gr8p",16415070,3909650,9810358890,22677682350,21666064749
"g%Av=Fq.dd_b}9we""#It~|Qk(=X^Ozd@,9aex&=s[",16063316,3835573,9678302488,22659956922,21559952393
"bD~*3mj~^xHA'X]-V8>L<6}/][3,lXsk!(fA\(_]/w]#;R=+""|",16915377,3882395,9786410499,22657724975,21693543721
%[I/Q@M+Ql)$3[t/VrSl|d^KYDM<H#Rd,16104235,3849677,9869257209,22769878137,21799505938
"k?>DTYn]lEz.|NeVJ(Y.;7Ly,\Z'B7}>PE`L+m\8!p@!?q+a`.",15496650,3857857,9856869062,22840237509,21914102762
l|5'cnLXaE]SgEEV),15861893,3842765,9729999035,22760021719,21630472636
"ES}U*61GonR3zT8lxgx$6i^KmG&uy*.Y[9)/s,QF,rstt{;?59",15507237,3855534,9727210486,22822242288,21684199333
pxlpGMi0}4XLxwP>|UpzzuvnXwHR09w2,17609383,3830786,9513922719,22496059661,21189435818
"Y}DSc_n}<6W#*`^0""sg'D,U~O",15981598,3980038,9914070716,22799119974,21870877828
"Hd@J>r[M +b>J9XLP-GI""1#""b1%L-9NQ",15756651,3857471,9724246423,22803797963,21674445340
"-9gF%0-FB$BZ3E:w5h*k',$eP0&>gY76vdzmYJ!/!e",15565988,3823752,9609780020,22707659741,21464507004
`-eJI6>YXD'=NltZ:Tz-{N+:>Za=[d(K`3$b}@J'hcpQa,17385315,3860340,9832860208,22643804370,21641915729
GtYZ-;Xk;$RPy2I|@z4'QWyz lcE>fYk1gLi+pziN}mO[t48,15993696,3774974,9505872143,22514263513,21159782835
"h""p9HRv:.*v+UY""v)) e_3IgB9>&aT |>%&'yDvVDEJFwRk",15768749,3859025,9644891118,22669656054,21465682862
6M:=)_g~]vt&H)4 -~JW+XB38Y' > g&,16712423,3846487,9893644766,22790998036,21852117538
"0pH""!aFxtO?PVxbDo8!w90'ahaHFR|)hACtJMPLe",15912729,3836680,9635092546,22692548321,21449053024
<Mwlhg;$z4GY0yq}N,15589910,4003969,9775971468,22654137150,21707265816
"atA?SSwOG2[hKL/Ra67(=E`\l,B62FqaY8MsA[=b~Wa",16148022,3853833,9694231163,22622012866,21479632747
;KepK[6EJzs,15494194,3813058,9720758367,22830150091,21673184017
"7[Y[5(p0~PTZ#y+\+hmvU}#%{l""Qh",15665003,3804745,9673509688,22739999174,21564670015
5QP]I7g3t8}<F'u&s=cWQcou2fCz*gJzk5nDdKvf,16193094,3834047,9743684272,22795464592,21684441324
_ba4|(;g68tRq-X&l<FIYk%Z!ua FctzNNN/CALY(mbY}I,15921773,3917190,9838682177,22792958152,21836875916
"%$EjzY""9|?vHEA{sFS#{P^P^',6VV/B=2/8VBG7u#=;:",15244937,3807165,9602917475,22754140465,21510308548
O[s*PHalBcH8%Y15L I,16229783,3818270,9731073522,22780229056,21654865245
$VOT (5[.V}p),15856231,3830844,9523639979,22512451481,21236450418
"Qt+%Y@Nre>1&USG\!o,5}?5dW{3]Mwz~b1%w",16077993,4001592,9975569918,22760903314,22011263461
El%sws\5M'20A\6q5oRJ-hjQt9%J`[h)ZBFJ;Fh.jHZ,15733254,3754826,9433037745,22522262694,21101126638
"b;)#q&d{ULL^m<0}(]~D85{^H""0`F^:kN",15857886,3816053,9765201451,22821377123,21716124492
"Qp1`NN=VDVm|7'Dfld@Ibi1OEq7.i""]/Y",16204964,3865238,9921135788,22870117796,21969792802
".~oLs/q,Nx}AKl=A*",17075121,3961157,9883948708,22649566856,21749998501
e73]FN^w5nJgx}s#>HFz>^lj8F=L,17351885,3917766,9975240079,22790112283,21907794436
:hRL3v!!xQvFGSi0t'^6.!4,16025305,3771617,9739598077,22806653347,21681805917
"p?Yc9z lI""^B.e[Q",16165776,3808755,9829967512,22801758683,21786756440
"U<(a f3""Q2",15787029,3829371,9768860143,22777694361,21722094287
]hd\#t=F2X,16022724,3874745,9715583122,22749161861,21595989527
"s1MN,27j:@Q\6jX.W?I""[efby{W5I7 r>r!""j}<",15798778,3845794,9959392326,22923662194,22014678735
"N?<gS(d,i\@[MA]-]V5w;hCq~[I_`.|>3)]%gHt",15975691,3893987,9837388200,22778478187,21827720685
"(6eGjko)pcBKTjAq,3:7ItC=C7MH",15526136,3814085,9721072634,22803311357,21648529005
~/K$juCWT#?0:e+`VUZ\|Ji]'3Bd^$\?b61,15425423,3796632,9662318108,22691560373,21503278601
}B_eD 3g;q(e->,15704330,3823656,9808699018,22828728140,21833943778
"Gb~"":u_hF.K",15334047,3797477,9579201487,22697061645,21389707996
|13*ZEwLXt+HBN.d?;@0K2ceJ4o;d({Q!Em?4's&_Hnd=e,18024813,3904168,11172527592,22900586888,24086368354
"-!4G0aYR/""\7)""sP}=",16823295,3838302,9828131977,22782008141,21780107232
y6\@kmS%LR/5c?Jw]a[&1M1`i,17332326,3788133,9872237833,22791171817,21787087440
I&Rag=606g5S-_]1j|u0[a,16722351,3810613,9892382988,22831637439,21817586012
gWr17kO<)=Ujk&|Jxiq(kJfX0'DN:sI$Gbz,16203269,3921225,9827855095,22825108953,21765710865
"jrtWFo^fqWY+,|SS^t7$'{)qD{k)7* h",16647194,3815407,9897302308,22929154689,21917976739
bGW0YVCY'@;7ZKqZK%6|D,16281363,3828969,9686396305,22639667291,21441570274
_(1~x1PI0)ZTnw60H{FTau +KIq>Vmq@:QaFu*\VSIEIfD?^,16393294,3842552,9778188755,22740013193,21631193159
M]Wk!/FXY$)2'tQ/@;e3-C,17221798,3758770,8447222977,21482398999,19028208474
"YW.X{Xe|=""r IeV2qDyeo3dNqp1x7NPF\6{R:A3pLp",16603138,3843393,9536994122,22511033977,21146586822
S6wFzY4x=9!XJP5Q<zU)WSo905>Cn^m ^DDZ@{x?w@2so,16226373,3803899,9574566379,22609258760,21281113484
>iT\t!{Oz[O%.[^69;0iE U[hk+b+#a%2t9L,16953160,3947061,9805011400,22678782217,21628950721
';rR'\]F%L%VDl(ho-U^yl,16279576,3846227,9744146528,22665024016,21546050053
/9S9mt[sJrk>:/{*s/({\HjC,17401940,3818393,9938309412,22817336842,21909518681
"uqwjMG.<\r""{Sz#k{trX",15741941,3772336,9746408488,22842060926,21658676745
o^^pKhNrad248W!V6Q$R36d %>([Qb8,18164057,3800406,10032237394,22923467646,22086781884
",:~5PiG~~,ER0q;;|{TKf",16735523,3990939,9463521158,22458037470,21061984694
"6~6~:!h&K[#3$r=fL*k,6",15608662,3796386,9654596325,22797778442,21577884566
jco(&Sby=c}F,15614986,3834685,9573466588,22512786039,21257219619
"ZXUm)hxI0&8vF4(9eL,NZsoX\2",16464278,3800109,9840505471,22876939398,21791433989
"XH,DsH:H,B/!",18387274,3841194,9946634040,22793822643,21833817495
x!d!;U\htGrL3UcwPb)V3Z#vJg^*,17000330,3874751,9710961182,22575053490,21471961008
DPdBc}9F!-<cxy8>YX$,16321563,3809029,9713153869,22755843825,21594167244
}){ATRW`p 7Li{Y&uEJ,16479912,3799502,9804255524,22815534053,21740403299
yu]S9ipLOR!\bmxBK}5(X/OY(z,16133361,3937731,9319030579,22230671614,20798354132
5QOI.u.Gu0.KTPBoyE-iZP'T/,16144662,3877698,9875402802,22788105682,21827945480
^!w{&gg(uK/%rFZ1W_7TC#~,15625130,3801172,9731542950,22820252104,21673342763
]*YZ@}K?.Wrdz-%-8%qNhS,16261063,3889229,9850640960,22667863594,21734060567
>p1>r/s4E|\1 ?JgDasg6D./U4>,15769258,3815787,9293076948,22367336005,20800022126
|S5ZB}V1Gt|[]/b%Y\cWu{w1gy$@]!xeo~7$Z,16312808,3866361,9743643492,22773569920,21669295003
"i!!d:m{^(L<t*Lm&o""K",16216433,3857891,9839489615,22747931369,21750939892
*6n`q7[B2y*]ku1m*$AMArx^@o8'} p H6Y/[r&)h(k,15701571,3862923,9693745782,22695056146,21514555113
ScLY5hK@&wf'}k284RQHbd 4fqP\0',15417999,3910303,9583251673,22527892151,21309619806
"5ZaK&w,.qA",15719983,3837654,9611457933,22659097290,21407172403
"8y;"";eY}(tAyKw*(&-EP5Mnr;",17816473,3822797,9710743053,22648395102,21496542942
%~@<e]d{vqd\*3OEy,15533660,3912688,9713471529,22657618227,21566566345
Admv.$(F[$AX?951zDftf(_?3i_~S$El+R7f[K&!{~3cBh,15891575,3832984,9526268308,22583193086,21253038680
"4r0<F>/;-S1HBp<%t3Tx?\M.FFq)a"">_wdXGMs[5$'D2*m",15661703,3814437,9776379534,22770840110,21691498965
0KF{\\t=D'QvW:_K}^zN8,17155930,3875625,10752865923,22862715712,23379464397
VSZ'$P39$As;ig@y?YP<\,16214216,3914072,9825574387,22725344186,21667391548
~YR=Z]^mjBW-%DDS i[m{LC}{PH2<\Eo6PxMX^1 5yf \peBOz,16715322,3829829,9807070763,22787790373,21733378273
"g""p5bxA(,p;0ihe4YJJ_<!r:@t",16467841,4027429,8907291277,21846479398,19923438082
"P""ye%k1N.@vow=R~?uC9",16885572,3947249,9931649543,22791720268,21867251878
Qbx7W[{b$|#Utb`.F6U6{,16136162,3798598,9506522739,22492819352,21172069796
"W [7;d[&Eh8nxqeUU]P,",16561796,3820851,9966294062,22940827519,22019046997
